# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
27.0; 4.519; -3.5; 0.0; 11.8; -3.5; 0.0; 11.8; -2.4; 0.0; 10.5; -2.4; 0.0; 10.6
27.3; 4.556; -3.5; 0.0; 11.7; -3.5; 0.0; 11.8; -2.4; 0.0; 10.5; -2.4; 0.0; 10.5
27.6; 4.594; -3.5; 0.0; 11.6; -3.5; 0.0; 11.7; -2.4; 0.0; 10.4; -2.4; 0.0; 10.4
27.9; 4.632; -3.5; 0.1; 11.6; -3.5; 0.1; 11.6; -2.3; 0.1; 10.3; -2.3; 0.1; 10.3
28.2; 4.672; -3.4; 0.1; 11.5; -3.4; 0.1; 11.6; -2.3; 0.1; 10.2; -2.3; 0.1; 10.3
28.5; 4.712; -3.4; 0.1; 11.4; -3.4; 0.1; 11.5; -2.3; 0.1; 10.1; -2.3; 0.1; 10.2
28.8; 4.753; -3.4; 0.1; 11.3; -3.4; 0.1; 11.4; -2.3; 0.2; 10.0; -2.3; 0.2; 10.2
29.1; 4.795; -3.4; 0.2; 11.2; -3.4; 0.2; 11.4; -2.3; 0.2; 9.9; -2.3; 0.2; 10.1
29.4; 4.838; -3.3; 0.2; 11.1; -3.3; 0.2; 11.3; -2.3; 0.2; 9.8; -2.3; 0.2; 10.0
29.7; 4.882; -3.3; 0.2; 11.0; -3.3; 0.2; 11.3; -2.2; 0.2; 9.8; -2.2; 0.2; 10.0
30.0; 4.927; -3.3; 0.2; 11.0; -3.3; 0.3; 11.2; -2.2; 0.3; 9.7; -2.2; 0.3; 9.9
30.3; 4.973; -3.3; 0.3; 10.9; -3.3; 0.3; 11.1; -2.2; 0.3; 9.6; -2.2; 0.3; 9.9
30.6; 5.021; -3.2; 0.3; 10.8; -3.2; 0.3; 11.1; -2.2; 0.3; 9.5; -2.2; 0.3; 9.8
30.9; 5.070; -3.2; 0.3; 10.7; -3.2; 0.4; 11.1; -2.2; 0.4; 9.4; -2.2; 0.4; 9.8
31.2; 5.120; -3.2; 0.4; 10.6; -3.2; 0.4; 11.0; -2.1; 0.4; 9.4; -2.1; 0.4; 9.7
31.5; 5.172; -3.1; 0.5; 10.5; -3.1; 0.5; 11.0; -2.1; 0.5; 9.3; -2.1; 0.5; 9.7
31.8; 5.226; -3.1; 0.5; 10.4; -3.1; 0.6; 11.0; -2.1; 0.6; 9.2; -2.1; 0.6; 9.7
32.1; 5.281; -3.0; 0.7; 10.3; -3.0; 0.7; 10.9; -2.0; 0.7; 9.1; -2.0; 0.7; 9.7
32.4; 5.339; -2.9; 0.8; 10.1; -2.9; 0.9; 11.0; -2.0; 0.8; 8.9; -2.0; 0.9; 9.8
32.7; 5.400; -2.8; 1.0; 10.0; -2.8; 1.1; 11.0; -1.9; 1.0; 8.8; -1.9; 1.1; 9.8
33.0; 5.463; -2.7; 1.2; 9.8; -2.7; 1.3; 11.0; -1.8; 1.2; 8.7; -1.8; 1.4; 9.9
33.3; 5.529; -2.5; 1.4; 9.6; -2.5; 1.6; 11.0; -1.7; 1.4; 8.5; -1.7; 1.6; 10.0
33.6; 5.598; -2.4; 1.5; 9.4; -2.4; 1.8; 11.1; -1.6; 1.6; 8.4; -1.6; 1.9; 10.1
33.9; 5.671; -2.2; 1.7; 9.2; -2.2; 2.1; 11.1; -1.5; 1.7; 8.3; -1.5; 2.1; 10.2
34.2; 5.746; -2.0; 1.8; 9.1; -2.0; 2.3; 11.1; -1.4; 1.9; 8.2; -1.4; 2.3; 10.2
34.5; 5.825; -1.9; 1.9; 8.9; -1.9; 2.5; 11.1; -1.3; 2.0; 8.2; -1.3; 2.4; 10.3
34.8; 5.906; -1.7; 2.0; 8.8; -1.7; 2.6; 11.1; -1.2; 2.1; 8.1; -1.2; 2.6; 10.3
