-23.0264663,2.8538712,3.1140560
-22.9819856,2.6591888,3.1098015
-22.9258752,2.4675666,3.1064167
-22.8582314,2.2798708,3.1042785
-22.7789303,2.0963047,3.1037743
-22.6885238,1.9184737,3.1038453
-22.5870013,1.7465723,3.1045867
-22.4744579,1.5810863,3.1040550
-22.3521261,1.4238687,3.1017760
-22.2196371,1.2744298,3.0948293
-22.0774072,1.1333279,3.0858401
-21.9272677,1.0022142,3.0928656
-21.7702304,0.8810512,3.1319653
-21.6049543,0.7672659,3.1987105
-21.4355540,0.6616113,3.2680055
-21.2631054,0.5629941,3.3373038
-21.0872478,0.4706948,3.4054287
-20.9069517,0.3842593,3.4732841
-20.7243866,0.3046268,3.5430614
-20.5394829,0.2320171,3.6157172
-20.3507897,0.1660529,3.6896774
-20.1585584,0.1068365,3.7644573
-19.9670375,0.0552588,3.8414328
-19.7724302,0.0097166,3.9200333
-19.5758301,-0.0299974,4.0001681
-19.3798192,-0.0640012,4.0833160
-19.1819108,-0.0933556,4.1675908
-18.9837677,-0.1183636,4.2536775
-18.7851602,-0.1396233,4.3414808
-18.5861946,-0.1576366,4.4301126
-18.3869536,-0.1728941,4.5206484
-18.1876226,-0.1859190,4.6120198
-17.9885044,-0.1971819,4.7044474
-17.7888739,-0.2071159,4.7980612
-17.5897224,-0.2158075,4.8920864
-17.3901521,-0.2233785,4.9866530
-17.1905735,-0.2300032,5.0812429
-16.9913390,-0.2358486,5.1758102
-16.7915594,-0.2410894,5.2697713
-16.5920195,-0.2458332,5.3631078
-16.3926649,-0.2501873,5.4558144
-16.1928810,-0.2542430,5.5469464
-15.9933555,-0.2580430,5.6372413
-15.7938912,-0.2616350,5.7264727
-15.5941666,-0.2650563,5.8140422
-15.3946369,-0.2683228,5.9007133
-15.1951176,-0.2714563,5.9862174
-14.9954316,-0.2744742,6.0701473
-14.7958871,-0.2773836,6.1531867
-14.5963400,-0.2801972,6.2350849
-14.3966821,-0.2829257,6.3154890
-14.1971198,-0.2855747,6.3950305
-13.9975544,-0.2881538,6.4735046
-13.7979217,-0.2906716,6.5505303
-13.5983440,-0.2931344,6.6267249
-13.3987584,-0.2955506,6.7019394
-13.1991531,-0.2979277,6.7757233
-12.9995651,-0.3002726,6.8487054
-12.7999518,-0.3025928,6.9207915
-12.6003785,-0.3048941,6.9914466
-12.4007858,-0.3071829,7.0613249
-12.2011368,-0.3094648,7.1303763
-12.0016005,-0.3117418,7.1979874
-11.8020065,-0.3140182,7.2648422
-11.6023181,-0.3162927,7.3309162
-11.4028020,-0.3185577,7.3955638
-11.2031862,-0.3208204,7.4595102
-11.0034990,-0.3230845,7.5227324
-10.8039726,-0.3253490,7.5846491
-10.6043576,-0.3276169,7.6459353
-10.4046833,-0.3298874,7.7065489
-10.2051456,-0.3321582,7.7659899
-10.0055279,-0.3344314,7.8248618
-9.8058694,-0.3367063,7.8830911
-9.6063191,-0.3389809,7.9402799
-9.4066977,-0.3412571,7.9969518
-9.2070557,-0.3435338,8.0529951
-9.0074922,-0.3458099,8.1081257
-8.8078674,-0.3480864,8.1627843
-8.6082408,-0.3503626,8.2168174
-8.4086646,-0.3526375,8.2700593
-8.2090373,-0.3549121,8.3228682
-8.0094238,-0.3571853,8.3750479
-7.8098361,-0.3594567,8.4265505
-7.6102079,-0.3617268,8.4776539
-7.4106042,-0.3639947,8.5281208
-7.2110068,-0.3662604,8.5780163
-7.0113799,-0.3685239,8.6275423
-6.8117817,-0.3707845,8.6764229
-6.6121770,-0.3730422,8.7248291
-6.4125541,-0.3752972,8.7728921
-6.2129564,-0.3775486,8.8203010
-6.0133472,-0.3797967,8.8673234
-5.8137311,-0.3820413,8.9140259
-5.6141288,-0.3842821,8.9600673
-5.4145181,-0.3865192,9.0058009
-5.2149110,-0.3887522,9.0511948
-5.0152994,-0.3909813,9.0960043
-4.8156902,-0.3932062,9.1405350
-4.6160871,-0.3954269,9.1847009
-4.4164687,-0.3976435,9.2283688
-4.2168641,-0.3998558,9.2717748
-4.0172598,-0.4020638,9.3147961
-3.8176376,-0.4042679,9.3573952
-3.6180403,-0.4064674,9.3997474
-3.4184297,-0.4086631,9.4417006
-3.2188065,-0.4108570,9.4832476
-3.0192193,-0.4130548,9.5245116
-2.8195981,-0.4152677,9.5652230
-2.6199772,-0.4175111,9.6054483
-2.4204032,-0.4198045,9.6453043
-2.2207694,-0.4221729,9.6843794
-2.0211547,-0.4246424,9.7229118
-1.8215977,-0.4272407,9.7609963
-1.6219520,-0.4299981,9.7981652
-1.4223487,-0.4329397,9.8348855
-1.2228121,-0.4360877,9.8711904
-1.0231589,-0.4394633,9.9068496
-0.8235719,-0.4430763,9.9416843
-0.6240458,-0.4469272,9.9756139
-0.4244026,-0.4510098,9.8757879
-0.2248343,-0.4553131,9.7699850
-0.0253214,-0.4598320,9.6639249
0.1743112,-0.4645645,9.5572351
0.3738613,-0.4694897,9.4501607
0.5733583,-0.4745864,9.3426282
0.7729843,-0.4798328,9.2343430
0.9725200,-0.4851950,9.1256690
1.1720011,-0.4906464,9.0165493
1.3716308,-0.4961656,8.9067911
1.5711685,-0.5017144,8.7967103
1.7706254,-0.5072742,8.6862755
1.9702503,-0.5128502,8.5753441
2.1697631,-0.5184342,8.4641576
2.3692343,-0.5240244,8.3527092
2.5688203,-0.5296169,8.2408328
2.7683408,-0.5351987,8.1287590
2.9678554,-0.5407617,8.0164902
3.1673971,-0.5462954,7.9039192
3.3669172,-0.5517852,7.7912035
3.5664745,-0.5572184,7.6783573
3.7659890,-0.5625771,7.5653225
3.9655014,-0.5678463,7.4521851
4.1650981,-0.5730119,7.3389648
4.3646058,-0.5780536,7.2256263
4.5641046,-0.5829581,7.1122123
4.7637420,-0.5877150,6.9987413
4.9632519,-0.5923049,6.8851848
5.1627354,-0.5967189,6.7715641
5.3624238,-0.6009516,6.6578966
5.5619222,-0.6049855,6.5441530
5.7613991,-0.6088160,6.4303518
5.9611645,-0.6124406,6.3165102
6.1606037,-0.6158398,6.2026024
6.3601025,-0.6190106,6.0886646
6.5599980,-0.6219444,5.9747076
6.7592853,-0.6246102,5.8607595
6.9588684,-0.6269970,5.7468735
7.1587626,-0.6290704,5.6330524
7.3579722,-0.6307772,5.5195424
7.5577610,-0.6320703,5.4062761
7.7573693,-0.6328687,5.2934917
7.9566739,-0.6330835,5.1814935
8.1568825,-0.6326863,5.0699315
8.3558606,-0.6316005,4.9602482
8.5558504,-0.6293900,4.8513054
8.7555042,-0.6255813,4.7436822
8.9552699,-0.6196903,4.6371635
9.1547297,-0.6112477,4.5312188
9.3544105,-0.5997234,4.4265571
9.5534322,-0.5846304,4.3221981
9.7523757,-0.5653503,4.2185507
9.9509725,-0.5412823,4.1151383
10.1475483,-0.5120419,4.0119040
10.3453386,-0.4764383,3.9084346
10.5403099,-0.4345223,3.8045983
10.7331948,-0.3856318,3.7001146
10.9259591,-0.3286768,3.5943909
11.1147463,-0.2645303,3.4896027
11.2996474,-0.1933718,3.3870163
11.4832863,-0.1143996,3.2907318
